# x	y	u	v	mask
 24.9053	 48.4848	  0.3585	  0.2105	  0.0000
 25.8523	 48.4848	  0.2963	  0.1916	  0.0000
 26.7992	 48.4848	  0.2797	  0.1891	  0.0000
 27.7462	 48.4848	  0.2438	  0.1861	  0.0000
 28.6932	 48.4848	  0.2108	  0.1970	  0.0000
 29.6402	 48.4848	  0.1921	  0.1865	  0.0000
 30.5871	 48.4848	  0.1934	  0.1730	  0.0000
 31.5341	 48.4848	  0.1882	  0.1724	  0.0000
 32.4811	 48.4848	  0.1768	  0.1771	  0.0000
 33.4280	 48.4848	  0.1781	  0.1785	  0.0000
 34.3750	 48.4848	  0.1767	  0.1774	  0.0000
 35.3220	 48.4848	  0.1607	  0.1757	  0.0000
 36.2689	 48.4848	  0.1415	  0.1635	  1.0000
 37.2159	 48.4848	  0.1292	  0.1676	  0.0000
 38.1629	 48.4848	  0.0997	  0.1742	  0.0000
 39.1098	 48.4848	  0.0991	  0.1708	  0.0000
 40.0568	 48.4848	  0.0997	  0.1650	  0.0000
 41.0038	 48.4848	  0.0881	  0.1532	  0.0000
 41.9508	 48.4848	  0.0842	  0.1481	  0.0000
 42.8977	 48.4848	  0.0800	  0.1328	  0.0000
 43.8447	 48.4848	  0.0666	  0.1432	  0.0000
 44.7917	 48.4848	  0.0597	  0.1590	  0.0000
 45.7386	 48.4848	  0.0567	  0.1600	  0.0000
 46.6856	 48.4848	  0.0349	  0.1604	  0.0000
 47.6326	 48.4848	  0.0174	  0.1551	  0.0000
 48.5795	 48.4848	 -0.0186	  0.1608	  0.0000
 49.5265	 48.4848	 -0.0416	  0.1780	  0.0000
 50.4735	 48.4848	 -0.0593	  0.1781	  0.0000
 51.4205	 48.4848	 -0.0042	  0.1767	  0.0000
 52.3674	 48.4848	  0.0289	  0.1762	  0.0000
 53.3144	 48.4848	  0.0569	  0.1592	  0.0000
 54.2614	 48.4848	  0.0885	  0.1690	  0.0000
 55.2083	 48.4848	  0.0908	  0.1549	  0.0000
 56.1553	 48.4848	  0.0073	  0.1279	  0.0000
 57.1023	 48.4848	 -0.0058	  0.1537	  0.0000
 58.0492	 48.4848	 -0.0178	  0.1560	  0.0000
 58.9962	 48.4848	 -0.0251	  0.1548	  0.0000
 59.9432	 48.4848	 -0.0209	  0.1606	  0.0000
 60.8902	 48.4848	 -0.0227	  0.1639	  0.0000
 61.8371	 48.4848	 -0.0543	  0.1698	  0.0000
 62.7841	 48.4848	 -0.0382	  0.1677	  0.0000
 63.7311	 48.4848	 -0.0601	  0.1673	  0.0000
 64.6780	 48.4848	 -0.0896	  0.1698	  0.0000
 65.6250	 48.4848	 -0.0864	  0.1690	  1.0000
 66.5720	 48.4848	 -0.0890	  0.1762	  0.0000
 67.5189	 48.4848	 -0.1017	  0.1615	  0.0000
 68.4659	 48.4848	 -0.0954	  0.1667	  0.0000
 69.4129	 48.4848	 -0.1363	  0.1835	  0.0000
 70.3598	 48.4848	 -0.1426	  0.1930	  0.0000
 71.3068	 48.4848	 -0.1622	  0.1840	  0.0000
 72.2538	 48.4848	 -0.1209	  0.1896	  0.0000
 73.2008	 48.4848	 -0.1516	  0.1994	  0.0000
 74.1477	 48.4848	 -0.1573	  0.1979	  0.0000
 75.0947	 48.4848	 -0.1647	  0.1939	  0.0000
 76.0417	 48.4848	 -0.1712	  0.1945	  0.0000
 76.9886	 48.4848	 -0.1859	  0.1981	  0.0000
 77.9356	 48.4848	 -0.1999	  0.2008	  1.0000
 78.8826	 48.4848	 -0.2117	  0.2137	  0.0000
 79.8295	 48.4848	 -0.2149	  0.2019	  0.0000
 80.7765	 48.4848	 -0.2370	  0.2225	  0.0000
 81.7235	 48.4848	 -0.2525	  0.2029	  1.0000
 82.6705	 48.4848	 -0.2509	  0.1957	  1.0000
 83.6174	 48.4848	 -0.3118	  0.2139	  0.0000
 84.5644	 48.4848	 -0.2892	  0.2031	  0.0000
 85.5114	 48.4848	 -0.1837	  0.1558	  1.0000
 86.4583	 48.4848	 -0.1444	  0.1390	  1.0000
 87.4053	 48.4848	 -0.0695	  0.0949	  0.0000
 88.3523	 48.4848	 -0.0668	  0.1066	  1.0000
 89.2992	 48.4848	 -0.0009	  0.0868	  0.0000
 90.2462	 48.4848	  0.0028	  0.0864	  0.0000
 91.1932	 48.4848	  0.0074	  0.0887	  0.0000
 92.1402	 48.4848	  0.0099	  0.0816	  0.0000
 93.0871	 48.4848	  0.0084	  0.0701	  0.0000
 94.0341	 48.4848	  0.0107	  0.0676	  0.0000
 94.9811	 48.4848	  0.0069	  0.0802	  1.0000
 95.9280	 48.4848	  0.0083	  0.0706	  0.0000
 96.8750	 48.4848	  0.0076	  0.0816	  0.0000
 97.8220	 48.4848	  0.0053	  0.0860	  0.0000
 98.7689	 48.4848	  0.0096	  0.0799	  0.0000
  1.2311	 47.5379	 -0.0012	  0.0823	  0.0000
  2.1780	 47.5379	 -0.0008	  0.0827	  0.0000
  3.1250	 47.5379	  0.0008	  0.0772	  1.0000
  4.0720	 47.5379	  0.0039	  0.0592	  0.0000
  5.0189	 47.5379	  0.0021	  0.0607	  0.0000
  5.9659	 47.5379	  0.0011	  0.0760	  1.0000
  6.9129	 47.5379	  0.0033	  0.0729	  0.0000
  7.8598	 47.5379	  0.0014	  0.0700	  0.0000
  8.8068	 47.5379	  0.0010	  0.0767	  1.0000
  9.7538	 47.5379	  0.0036	  0.0796	  0.0000
 10.7008	 47.5379	  0.0033	  0.0836	  0.0000
 11.6477	 47.5379	  0.0010	  0.0770	  1.0000
 12.5947	 47.5379	  0.0037	  0.0714	  0.0000
 13.5417	 47.5379	 -0.0012	  0.0690	  0.0000
 14.4886	 47.5379	  0.0021	  0.0772	  1.0000
 15.4356	 47.5379	  0.0042	  0.0729	  0.0000
 16.3826	 47.5379	  0.0028	  0.0771	  0.0000
 17.3295	 47.5379	 -0.0003	  0.0789	  0.0000
 18.2765	 47.5379	  0.0076	  0.0788	  0.0000
 19.2235	 47.5379	  0.0235	  0.0805	  0.0000
 20.1705	 47.5379	  0.0761	  0.1024	  0.0000
 21.1174	 47.5379	  0.1989	  0.1394	  1.0000
 22.0644	 47.5379	  0.2468	  0.1568	  1.0000
 23.0114	 47.5379	  0.2859	  0.1723	  1.0000
 23.9583	 47.5379	  0.3661	  0.1905	  0.0000
 24.9053	 47.5379	  0.3587	  0.2049	  0.0000
 25.8523	 47.5379	  0.3056	  0.1889	  0.0000
 26.7992	 47.5379	  0.2843	  0.1942	  1.0000
 27.7462	 47.5379	  0.2600	  0.1781	  0.0000
 28.6932	 47.5379	  0.2172	  0.1905	  0.0000
 29.6402	 47.5379	  0.2046	  0.1829	  0.0000
 30.5871	 47.5379	  0.1861	  0.1940	  0.0000
 31.5341	 47.5379	  0.1820	  0.1892	  0.0000
 32.4811	 47.5379	  0.1856	  0.1810	  0.0000
 33.4280	 47.5379	  0.1751	  0.1691	  0.0000
 34.3750	 47.5379	  0.1776	  0.1638	  0.0000
 35.3220	 47.5379	  0.1701	  0.1694	  0.0000
 36.2689	 47.5379	  0.1494	  0.1717	  0.0000
 37.2159	 47.5379	  0.1234	  0.1760	  0.0000
 38.1629	 47.5379	  0.1016	  0.1741	  0.0000
 39.1098	 47.5379	  0.0896	  0.1704	  0.0000
 40.0568	 47.5379	  0.0917	  0.1700	  0.0000
 41.0038	 47.5379	  0.0802	  0.1540	  0.0000
 41.9508	 47.5379	  0.0876	  0.1484	  0.0000
 42.8977	 47.5379	  0.0791	  0.1583	  1.0000
 43.8447	 47.5379	  0.0792	  0.1554	  0.0000
 44.7917	 47.5379	  0.0582	  0.1582	  1.0000
 45.7386	 47.5379	  0.0737	  0.1688	  0.0000
 46.6856	 47.5379	  0.0336	  0.1630	  0.0000
 47.6326	 47.5379	  0.0077	  0.1504	  0.0000
 48.5795	 47.5379	  0.0056	  0.1666	  1.0000
 49.5265	 47.5379	  0.0009	  0.1691	  1.0000
 50.4735	 47.5379	  0.0044	  0.1708	  1.0000
 51.4205	 47.5379	  0.0166	  0.1727	  1.0000
 52.3674	 47.5379	  0.0491	  0.1721	  0.0000
 53.3144	 47.5379	  0.0647	  0.1818	  0.0000
 54.2614	 47.5379	  0.0831	  0.1809	  0.0000
 55.2083	 47.5379	  0.0524	  0.1811	  0.0000
 56.1553	 47.5379	  0.0076	  0.1667	  0.0000
 57.1023	 47.5379	  0.0192	  0.1617	  1.0000
 58.0492	 47.5379	 -0.0130	  0.1677	  0.0000
 58.9962	 47.5379	 -0.0188	  0.1751	  0.0000
 59.9432	 47.5379	 -0.0206	  0.1720	  0.0000
 60.8902	 47.5379	 -0.0381	  0.1644	  1.0000
 61.8371	 47.5379	 -0.0494	  0.1663	  1.0000
 62.7841	 47.5379	 -0.0531	  0.1747	  0.0000
 63.7311	 47.5379	 -0.0766	  0.1673	  0.0000
 64.6780	 47.5379	 -0.0854	  0.1655	  0.0000
 65.6250	 47.5379	 -0.0895	  0.1736	  1.0000
 66.5720	 47.5379	 -0.1002	  0.1761	  1.0000
 67.5189	 47.5379	 -0.0819	  0.1774	  0.0000
 68.4659	 47.5379	 -0.1039	  0.1852	  0.0000
 69.4129	 47.5379	 -0.1422	  0.1729	  0.0000
 70.3598	 47.5379	 -0.1345	  0.1854	  0.0000
 71.3068	 47.5379	 -0.1596	  0.1936	  0.0000
 72.2538	 47.5379	 -0.1492	  0.1916	  1.0000
 73.2008	 47.5379	 -0.1319	  0.1812	  0.0000
 74.1477	 47.5379	 -0.1597	  0.1961	  0.0000
 75.0947	 47.5379	 -0.1615	  0.2023	  0.0000
 76.0417	 47.5379	 -0.1746	  0.2027	  0.0000
 76.9886	 47.5379	 -0.1862	  0.1917	  0.0000
 77.9356	 47.5379	 -0.1888	  0.1815	  0.0000
 78.8826	 47.5379	 -0.2058	  0.2030	  0.0000
 79.8295	 47.5379	 -0.2464	  0.2182	  0.0000
 80.7765	 47.5379	 -0.2451	  0.2111	  1.0000
 81.7235	 47.5379	 -0.2714	  0.2201	  0.0000
 82.6705	 47.5379	 -0.2921	  0.1934	  0.0000
 83.6174	 47.5379	 -0.3000	  0.1951	  0.0000
 84.5644	 47.5379	 -0.1968	  0.1697	  1.0000
 85.5114	 47.5379	 -0.1634	  0.1528	  1.0000
 86.4583	 47.5379	 -0.1240	  0.1357	  1.0000
 87.4053	 47.5379	 -0.0522	  0.1030	  0.0000
 88.3523	 47.5379	 -0.0063	  0.0854	  0.0000
 89.2992	 47.5379	  0.0002	  0.0798	  0.0000
 90.2462	 47.5379	 -0.0000	  0.0739	  0.0000
 91.1932	 47.5379	  0.0029	  0.0726	  0.0000
 92.1402	 47.5379	  0.0052	  0.0789	  0.0000
 93.0871	 47.5379	  0.0047	  0.0832	  0.0000
 94.0341	 47.5379	  0.0071	  0.0788	  0.0000
 94.9811	 47.5379	  0.0077	  0.0755	  0.0000
 95.9280	 47.5379	  0.0076	  0.0836	  0.0000
 96.8750	 47.5379	  0.0086	  0.0860	  0.0000
 97.8220	 47.5379	  0.0033	  0.0820	  0.0000
 98.7689	 47.5379	  0.0072	  0.0818	  1.0000
  1.2311	 46.5909	 -0.0016	  0.0848	  0.0000
  2.1780	 46.5909	 -0.0010	  0.0842	  0.0000
  3.1250	 46.5909	  0.0007	  0.0769	  1.0000
  4.0720	 46.5909	  0.0007	  0.0768	  1.0000
  5.0189	 46.5909	  0.0009	  0.0763	  1.0000
  5.9659	 46.5909	  0.0070	  0.0704	  0.0000
  6.9129	 46.5909	  0.0014	  0.0757	  1.0000
  7.8598	 46.5909	  0.0015	  0.0762	  1.0000
  8.8068	 46.5909	 -0.0006	  0.0810	  0.0000
  9.7538	 46.5909	  0.0016	  0.0832	  0.0000
 10.7008	 46.5909	  0.0001	  0.0807	  0.0000
 11.6477	 46.5909	 -0.0009	  0.0754	  0.0000
 12.5947	 46.5909	  0.0016	  0.0782	  0.0000
 13.5417	 46.5909	  0.0010	  0.0778	  0.0000
 14.4886	 46.5909	  0.0018	  0.0804	  0.0000
 15.4356	 46.5909	  0.0027	  0.0846	  0.0000
 16.3826	 46.5909	  0.0035	  0.0845	  0.0000
 17.3295	 46.5909	 -0.0008	  0.0739	  0.0000
 18.2765	 46.5909	  0.0508	  0.0922	  1.0000
 19.2235	 46.5909	  0.0237	  0.0910	  0.0000
 20.1705	 46.5909	  0.0799	  0.1027	  0.0000
 21.1174	 46.5909	  0.1830	  0.1370	  1.0000
 22.0644	 46.5909	  0.2315	  0.1562	  1.0000
 23.0114	 46.5909	  0.2720	  0.1736	  1.0000
 23.9583	 46.5909	  0.3668	  0.2260	  0.0000
 24.9053	 46.5909	  0.3710	  0.2179	  0.0000
 25.8523	 46.5909	  0.3101	  0.2130	  0.0000
 26.7992	 46.5909	  0.2867	  0.2017	  1.0000
 27.7462	 46.5909	  0.2613	  0.2026	  0.0000
 28.6932	 46.5909	  0.2133	  0.1903	  0.0000
 29.6402	 46.5909	  0.1995	  0.1966	  0.0000
 30.5871	 46.5909	  0.1776	  0.1862	  0.0000
 31.5341	 46.5909	  0.1852	  0.1857	  0.0000
 32.4811	 46.5909	  0.1732	  0.1953	  0.0000
 33.4280	 46.5909	  0.1774	  0.1928	  0.0000
 34.3750	 46.5909	  0.1824	  0.1866	  0.0000
 35.3220	 46.5909	  0.1803	  0.1756	  0.0000
 36.2689	 46.5909	  0.1696	  0.1746	  0.0000
 37.2159	 46.5909	  0.1423	  0.1756	  0.0000
 38.1629	 46.5909	  0.1240	  0.1784	  0.0000
 39.1098	 46.5909	  0.0922	  0.1827	  0.0000
 40.0568	 46.5909	  0.1020	  0.1674	  1.0000
 41.0038	 46.5909	  0.0900	  0.1666	  0.0000
 41.9508	 46.5909	  0.0906	  0.1751	  0.0000
 42.8977	 46.5909	  0.0808	  0.1747	  0.0000
 43.8447	 46.5909	  0.0697	  0.1637	  1.0000
 44.7917	 46.5909	  0.0580	  0.1640	  1.0000
 45.7386	 46.5909	  0.0659	  0.1640	  0.0000
 46.6856	 46.5909	  0.0181	  0.1727	  0.0000
 47.6326	 46.5909	  0.0029	  0.1640	  0.0000
 48.5795	 46.5909	  0.0045	  0.1714	  1.0000
 49.5265	 46.5909	 -0.0382	  0.1660	  0.0000
 50.4735	 46.5909	 -0.0513	  0.1781	  0.0000
 51.4205	 46.5909	 -0.0144	  0.1873	  0.0000
 52.3674	 46.5909	  0.0241	  0.1782	  0.0000
 53.3144	 46.5909	  0.0721	  0.1813	  0.0000
 54.2614	 46.5909	  0.0934	  0.1780	  0.0000
 55.2083	 46.5909	  0.0528	  0.1736	  0.0000
 56.1553	 46.5909	  0.0126	  0.1702	  0.0000
 57.1023	 46.5909	 -0.0045	  0.1657	  0.0000
 58.0492	 46.5909	 -0.0085	  0.1557	  0.0000
 58.9962	 46.5909	 -0.0045	  0.1563	  0.0000
 59.9432	 46.5909	 -0.0175	  0.1760	  0.0000
 60.8902	 46.5909	 -0.0446	  0.1832	  0.0000
 61.8371	 46.5909	 -0.0638	  0.1682	  0.0000
 62.7841	 46.5909	 -0.0621	  0.1728	  1.0000
 63.7311	 46.5909	 -0.0865	  0.1667	  0.0000
 64.6780	 46.5909	 -0.0893	  0.1785	  0.0000
 65.6250	 46.5909	 -0.0980	  0.1794	  0.0000
 66.5720	 46.5909	 -0.1038	  0.1797	  1.0000
 67.5189	 46.5909	 -0.0959	  0.1829	  0.0000
 68.4659	 46.5909	 -0.1065	  0.1882	  0.0000
 69.4129	 46.5909	 -0.1439	  0.1889	  0.0000
 70.3598	 46.5909	 -0.1319	  0.1919	  0.0000
 71.3068	 46.5909	 -0.1596	  0.1938	  0.0000
 72.2538	 46.5909	 -0.1511	  0.1931	  0.0000
 73.2008	 46.5909	 -0.1584	  0.1993	  1.0000
 74.1477	 46.5909	 -0.1639	  0.1948	  0.0000
 75.0947	 46.5909	 -0.1713	  0.1955	  0.0000
 76.0417	 46.5909	 -0.1685	  0.1947	  0.0000
 76.9886	 46.5909	 -0.1883	  0.2015	  0.0000
 77.9356	 46.5909	 -0.1905	  0.2106	  0.0000
 78.8826	 46.5909	 -0.2057	  0.2274	  0.0000
 79.8295	 46.5909	 -0.2633	  0.2217	  0.0000
 80.7765	 46.5909	 -0.2721	  0.2262	  0.0000
 81.7235	 46.5909	 -0.2487	  0.2117	  1.0000
 82.6705	 46.5909	 -0.2860	  0.2027	  0.0000
 83.6174	 46.5909	 -0.2808	  0.2054	  0.0000
 84.5644	 46.5909	 -0.2558	  0.2050	  0.0000
 85.5114	 46.5909	 -0.1487	  0.1495	  1.0000
 86.4583	 46.5909	 -0.0537	  0.1139	  0.0000
 87.4053	 46.5909	 -0.0706	  0.1132	  1.0000
 88.3523	 46.5909	 -0.0043	  0.0938	  0.0000
 89.2992	 46.5909	  0.0038	  0.0882	  0.0000
 90.2462	 46.5909	  0.0040	  0.0820	  0.0000
 91.1932	 46.5909	  0.0101	  0.0729	  0.0000
 92.1402	 46.5909	  0.0046	  0.0797	  1.0000
 93.0871	 46.5909	  0.0062	  0.0791	  1.0000
 94.0341	 46.5909	  0.0049	  0.0732	  0.0000
 94.9811	 46.5909	  0.0066	  0.0803	  1.0000
 95.9280	 46.5909	  0.0077	  0.0810	  0.0000
 96.8750	 46.5909	  0.0070	  0.0807	  1.0000
 97.8220	 46.5909	  0.0062	  0.0790	  0.0000
 98.7689	 46.5909	  0.0050	  0.0836	  0.0000
  1.2311	 45.6439	  0.0014	  0.0855	  0.0000
  2.1780	 45.6439	  0.0007	  0.0876	  0.0000
  3.1250	 45.6439	  0.0020	  0.0778	  0.0000
  4.0720	 45.6439	  0.0008	  0.0766	  1.0000
  5.0189	 45.6439	 -0.0007	  0.0793	  0.0000
  5.9659	 45.6439	 -0.0003	  0.0790	  0.0000
  6.9129	 45.6439	  0.0014	  0.0820	  0.0000
  7.8598	 45.6439	  0.0009	  0.0812	  0.0000
  8.8068	 45.6439	  0.0015	  0.0761	  1.0000
  9.7538	 45.6439	  0.0006	  0.0688	  0.0000
 10.7008	 45.6439	 -0.0004	  0.0788	  0.0000
 11.6477	 45.6439	 -0.0008	  0.0771	  0.0000
 12.5947	 45.6439	 -0.0011	  0.0687	  0.0000
 13.5417	 45.6439	 -0.0008	  0.0588	  0.0000
 14.4886	 45.6439	  0.0020	  0.0766	  1.0000
 15.4356	 45.6439	  0.0027	  0.0752	  0.0000
 16.3826	 45.6439	  0.0076	  0.0749	  0.0000
 17.3295	 45.6439	  0.0048	  0.0767	  0.0000
 18.2765	 45.6439	  0.0051	  0.0747	  0.0000
 19.2235	 45.6439	  0.0188	  0.0827	  0.0000
 20.1705	 45.6439	  0.0453	  0.0979	  0.0000
 21.1174	 45.6439	  0.1649	  0.1308	  1.0000
 22.0644	 45.6439	  0.2080	  0.1602	  0.0000
 23.0114	 45.6439	  0.3593	  0.1973	  0.0000
 23.9583	 45.6439	  0.3553	  0.2018	  0.0000
 24.9053	 45.6439	  0.3618	  0.2101	  0.0000
 25.8523	 45.6439	  0.3351	  0.2089	  0.0000
 26.7992	 45.6439	  0.3031	  0.1750	  0.0000
 27.7462	 45.6439	  0.2641	  0.1868	  0.0000
 28.6932	 45.6439	  0.2463	  0.1792	  0.0000
 29.6402	 45.6439	  0.2052	  0.1908	  0.0000
 30.5871	 45.6439	  0.1858	  0.1858	  0.0000
 31.5341	 45.6439	  0.1924	  0.1814	  0.0000
 32.4811	 45.6439	  0.1850	  0.1951	  0.0000
 33.4280	 45.6439	  0.1803	  0.1869	  0.0000
 34.3750	 45.6439	  0.1791	  0.1889	  0.0000
 35.3220	 45.6439	  0.1635	  0.1833	  1.0000
 36.2689	 45.6439	  0.1703	  0.1830	  0.0000
 37.2159	 45.6439	  0.1563	  0.1860	  0.0000
 38.1629	 45.6439	  0.1412	  0.1771	  0.0000
 39.1098	 45.6439	  0.0933	  0.1720	  0.0000
 40.0568	 45.6439	  0.0989	  0.1655	  0.0000
 41.0038	 45.6439	  0.0909	  0.1662	  0.0000
 41.9508	 45.6439	  0.0906	  0.1753	  0.0000
 42.8977	 45.6439	  0.0856	  0.1680	  0.0000
 43.8447	 45.6439	  0.0712	  0.1723	  0.0000
 44.7917	 45.6439	  0.0740	  0.1579	  0.0000
 45.7386	 45.6439	  0.0595	  0.1595	  0.0000
 46.6856	 45.6439	  0.0243	  0.1782	  0.0000
 47.6326	 45.6439	  0.0064	  0.1710	  0.0000
 48.5795	 45.6439	 -0.0214	  0.1810	  0.0000
 49.5265	 45.6439	 -0.0028	  0.1764	  1.0000
 50.4735	 45.6439	 -0.0285	  0.1641	  0.0000
 51.4205	 45.6439	 -0.0093	  0.1840	  0.0000
 52.3674	 45.6439	  0.0195	  0.1754	  0.0000
 53.3144	 45.6439	  0.0805	  0.1822	  0.0000
 54.2614	 45.6439	  0.1012	  0.1841	  0.0000
 55.2083	 45.6439	  0.0840	  0.1779	  0.0000
 56.1553	 45.6439	  0.0333	  0.1715	  1.0000
 57.1023	 45.6439	 -0.0007	  0.1783	  0.0000
 58.0492	 45.6439	 -0.0030	  0.1666	  0.0000
 58.9962	 45.6439	 -0.0091	  0.1666	  0.0000
 59.9432	 45.6439	 -0.0251	  0.1678	  0.0000
 60.8902	 45.6439	 -0.0456	  0.1597	  0.0000
 61.8371	 45.6439	 -0.0525	  0.1739	  1.0000
 62.7841	 45.6439	 -0.0638	  0.1760	  1.0000
 63.7311	 45.6439	 -0.0751	  0.1777	  1.0000
 64.6780	 45.6439	 -0.0843	  0.1792	  1.0000
 65.6250	 45.6439	 -0.0946	  0.1810	  1.0000
 66.5720	 45.6439	 -0.1066	  0.1830	  1.0000
 67.5189	 45.6439	 -0.0996	  0.1781	  0.0000
 68.4659	 45.6439	 -0.1359	  0.1907	  0.0000
 69.4129	 45.6439	 -0.1513	  0.1990	  0.0000
 70.3598	 45.6439	 -0.1607	  0.1998	  0.0000
 71.3068	 45.6439	 -0.1611	  0.1981	  0.0000
 72.2538	 45.6439	 -0.1498	  0.2132	  0.0000
 73.2008	 45.6439	 -0.1627	  0.2057	  1.0000
 74.1477	 45.6439	 -0.1594	  0.2009	  0.0000
 75.0947	 45.6439	 -0.1710	  0.2111	  0.0000
 76.0417	 45.6439	 -0.1749	  0.2073	  0.0000
 76.9886	 45.6439	 -0.1925	  0.2101	  0.0000
 77.9356	 45.6439	 -0.1856	  0.2351	  0.0000
 78.8826	 45.6439	 -0.2257	  0.2296	  0.0000
 79.8295	 45.6439	 -0.2343	  0.2238	  1.0000
 80.7765	 45.6439	 -0.2792	  0.2556	  0.0000
 81.7235	 45.6439	 -0.2430	  0.2156	  1.0000
 82.6705	 45.6439	 -0.2907	  0.2403	  0.0000
 83.6174	 45.6439	 -0.2678	  0.2239	  0.0000
 84.5644	 45.6439	 -0.1922	  0.1789	  0.0000
 85.5114	 45.6439	 -0.1333	  0.1455	  1.0000
 86.4583	 45.6439	 -0.0944	  0.1273	  1.0000
 87.4053	 45.6439	 -0.0578	  0.1094	  1.0000
 88.3523	 45.6439	 -0.0026	  0.0876	  0.0000
 89.2992	 45.6439	  0.0076	  0.0786	  0.0000
 90.2462	 45.6439	  0.0074	  0.0760	  0.0000
 91.1932	 45.6439	  0.0053	  0.0756	  0.0000
 92.1402	 45.6439	  0.0054	  0.0775	  0.0000
 93.0871	 45.6439	  0.0066	  0.0783	  1.0000
 94.0341	 45.6439	  0.0054	  0.0695	  0.0000
 94.9811	 45.6439	  0.0070	  0.0798	  1.0000
 95.9280	 45.6439	  0.0106	  0.0874	  0.0000
 96.8750	 45.6439	  0.0071	  0.0873	  0.0000
 97.8220	 45.6439	  0.0069	  0.0815	  1.0000
 98.7689	 45.6439	  0.0051	  0.0799	  0.0000
  1.2311	 44.6970	  0.0005	  0.0773	  1.0000
  2.1780	 44.6970	 -0.0007	  0.0838	  0.0000
  3.1250	 44.6970	  0.0000	  0.0819	  0.0000
  4.0720	 44.6970	 -0.0000	  0.0800	  0.0000
  5.0189	 44.6970	 -0.0013	  0.0786	  0.0000
  5.9659	 44.6970	 -0.0014	  0.0771	  0.0000
  6.9129	 44.6970	  0.0013	  0.0779	  0.0000
  7.8598	 44.6970	  0.0029	  0.0774	  0.0000
  8.8068	 44.6970	  0.0022	  0.0804	  0.0000
  9.7538	 44.6970	  0.0012	  0.0777	  0.0000
 10.7008	 44.6970	 -0.0016	  0.0753	  0.0000
 11.6477	 44.6970	 -0.0004	  0.0812	  0.0000
 12.5947	 44.6970	  0.0014	  0.0823	  0.0000
 13.5417	 44.6970	  0.0019	  0.0768	  1.0000
 14.4886	 44.6970	  0.0021	  0.0760	  1.0000
 15.4356	 44.6970	  0.0026	  0.0813	  0.0000
 16.3826	 44.6970	  0.0050	  0.0762	  1.0000
 17.3295	 44.6970	  0.0029	  0.0819	  0.0000
 18.2765	 44.6970	  0.0071	  0.0808	  0.0000
 19.2235	 44.6970	  0.0114	  0.0885	  0.0000
 20.1705	 44.6970	  0.0411	  0.1067	  0.0000
 21.1174	 44.6970	  0.0658	  0.1084	  0.0000
 22.0644	 44.6970	  0.1882	  0.1100	  0.0000
 23.0114	 44.6970	  0.3483	  0.1910	  0.0000
 23.9583	 44.6970	  0.3598	  0.2377	  0.0000
 24.9053	 44.6970	  0.3538	  0.2349	  0.0000
 25.8523	 44.6970	  0.3306	  0.2133	  0.0000
 26.7992	 44.6970	  0.2924	  0.2144	  1.0000
 27.7462	 44.6970	  0.2668	  0.2158	  0.0000
 28.6932	 44.6970	  0.2459	  0.2050	  0.0000
 29.6402	 44.6970	  0.2038	  0.1975	  0.0000
 30.5871	 44.6970	  0.1911	  0.1901	  0.0000
 31.5341	 44.6970	  0.1932	  0.1955	  0.0000
 32.4811	 44.6970	  0.1941	  0.1978	  0.0000
 33.4280	 44.6970	  0.1833	  0.1895	  0.0000
 34.3750	 44.6970	  0.1897	  0.1913	  0.0000
 35.3220	 44.6970	  0.1782	  0.1897	  0.0000
 36.2689	 44.6970	  0.1690	  0.1923	  0.0000
 37.2159	 44.6970	  0.1693	  0.1764	  0.0000
 38.1629	 44.6970	  0.1308	  0.1770	  1.0000
 39.1098	 44.6970	  0.0932	  0.1844	  0.0000
 40.0568	 44.6970	  0.1003	  0.1773	  0.0000
 41.0038	 44.6970	  0.0915	  0.1778	  0.0000
 41.9508	 44.6970	  0.0936	  0.1659	  0.0000
 42.8977	 44.6970	  0.0882	  0.1549	  0.0000
 43.8447	 44.6970	  0.0670	  0.1665	  0.0000
 44.7917	 44.6970	  0.0672	  0.1640	  0.0000
 45.7386	 44.6970	  0.0642	  0.1684	  0.0000
 46.6856	 44.6970	  0.0461	  0.1791	  0.0000
 47.6326	 44.6970	  0.0062	  0.1849	  0.0000
 48.5795	 44.6970	  0.0019	  0.1768	  1.0000
 49.5265	 44.6970	 -0.0622	  0.1662	  0.0000
 50.4735	 44.6970	 -0.0144	  0.1957	  0.0000
 51.4205	 44.6970	 -0.0004	  0.1845	  0.0000
 52.3674	 44.6970	  0.0180	  0.1849	  0.0000
 53.3144	 44.6970	  0.0790	  0.1894	  0.0000
 54.2614	 44.6970	  0.1030	  0.1690	  0.0000
 55.2083	 44.6970	  0.1137	  0.1631	  0.0000
 56.1553	 44.6970	  0.0194	  0.1748	  0.0000
 57.1023	 44.6970	 -0.0029	  0.1748	  0.0000
 58.0492	 44.6970	 -0.0008	  0.1733	  1.0000
 58.9962	 44.6970	 -0.0165	  0.1689	  0.0000
 59.9432	 44.6970	 -0.0256	  0.1706	  0.0000
 60.8902	 44.6970	 -0.0424	  0.1677	  0.0000
 61.8371	 44.6970	 -0.0572	  0.1861	  0.0000
 62.7841	 44.6970	 -0.0906	  0.1840	  0.0000
 63.7311	 44.6970	 -0.0866	  0.1855	  0.0000
 64.6780	 44.6970	 -0.0944	  0.1862	  0.0000
 65.6250	 44.6970	 -0.0968	  0.1896	  0.0000
